Timestamp,Survey,Job Title,Gender,City,Sector,Gross Salary,Currency,Day Rate,Years of XP,Benefits,Additional Comments
April 2018,UK,Senior Cinematic Aritst,Male,South East England,AAA,"£36,000",GBP,,6,Bonus - Yes Benefits - Yes,
June 2019,UK,Creative Director,male,London,AAA,"£70,000",GBP,,19,"Medical, Revenue based bonus, Gym",
March 2019,UK,Community Development Lead ,Female,North East,AAA,"£43,000",GBP,,8,,
September 2017,UK,Senior Producer,Female,London,Mobile,"£60,000",GBP,,8,10% bonus,
June 2019,UK,Junior Gameplay Programmer,Female,South East,AA,,GBP,200.00,1 year,,"I have 1 yr working experience, but I also have 1yr experience working on project  for the Uni. "
June 2019,UK,Senior Programmer,,North East,AAA,"£45,500",GBP,,10,"Pension, semi flexible hours, 25 days holiday, healthcare, no crunch",
July 2019,UK,Engine Programmer (Unreal),Male,Midlands,AAA,"£43,000",GBP,,5,"Pension, Health Care",Not crunched so far. Company helped moving from south Europe.
July 2019,UK,Level Designer,Male,Guildford,,"£28,000",GBP,,0,"Pension, flexible working",
July 2019,UK,Marketing & PR Manager,Female,North West,Indie ,"£30,000",GBP,,5,None,
July 2018,UK,Host,Female,London,AAA,"£32,000",GBP,,3,,
August 2019,UK,Marketing Manager,NB,London,indie,"£34,000",GBP,,11,"£10,000 bonus, 25% of profits split between the whole team",
February 2018,UK,Host/ presenter,Male,London,AAA,"£35,000",GBP,,5,,
August 2018,UK,Junior Presenter,Female,London,AAA,"£27,000",GBP,,0,,
June 2018,UK,Video Editor,Male,London,AAA,"£27,000",GBP,,3,,
January 2017,UK,Video Editor and Content Producer,Male,London,Youtube,"£24,000",GBP,,4,,
July 2019,UK,Animator,Male,West Midlands,AAA,"£31,000",GBP,,3.5,None,
July 2019,UK,Lead UI/UX Designer,Male,"Moscow, Russia",Mobile f2p,"£33,700",GBP,,7,"Bonuses for personal achievements, Fitness, Medical Insurance, Dental, Training budget",Very low income tax.
February 2019,UK,Performance Marketing executive,Femaleq,London,Mobile,"£41,000",GBP,,3,"pension scheme, free snacks and drinks",
February 2019 ,UK,Production Lead,Male,London,AAA,"£63,000",GBP,,5,"private healthcare, equity",
July 2019,UK,Junior Tech Artist,Female ,London,aaa,"£27,500",GBP,,0.5,,
June 2019,UK,Tech Artist ,,London ,Aaa,"£27,500",GBP,,0.5,,
August 2019,UK,Lead Designer,Male,London,Mobile,"£59,000",GBP,,7,Options,
July 2018,UK,Director of Product,Male ,London,Mobile,"£95,000",GBP,,10,+ 10-30% bonuses,
August 2019,UK,QA Lead,Male,London,Indie,"£28,000",GBP,,15,None,"Fixed-term for the length of the project (~1 year), so the salary is a bit more competitive."
August 2019,UK,QA Technician,Male,London,Porting publisher,"£19,000",GBP,,0.5,None,
05/08/2019,UK,Junior QA Technician,Female,Sunderland,Gambling,"£21,000",GBP,,1,"Breakfast/Lunch included, Flexi-time, private medical, various other schemes",
January 2019,UK,Junior QA Tester,Female,Sunderland,Indie AA,"£16,000",GBP,,0,Flexi-time.,Also had 4 years dev experience.
August 2019,UK,Software Engineer,Male,South East,,"£37,000",GBP,,3,"Pension, Quarterly Bonus",
August 2019,UK,Dialogue Editor/Audio Post-Production,Female,London,AAA,"£30,000",GBP,,1,None,
April 2019,UK,Senior Artist,Male,London,Mobile,"£37,000",GBP,,6,"Vitality Health Cover, Westfield Cover, Game Allowance, personal travel allowance, Public transport loan (paid back through psycheck) ",
2019,UK,Producer,Male,Gliwice,indie,"£6,000",GBP,,1,,
2018,UK,Cinematic Artist,Male,Gliwice,"GameDev, +100 in office","£7,200",GBP,,5,,
Sep 2019,UK,Senior Engineer 2,Male,West Midlands,AAA,"£54,000",GBP,,12,"Sales based bonus scheme, Pension",
May 2019,UK,Programmer,Male,London,AAA,"£44,000",GBP,,5,"""London Weighting"" £2500pa, 15% yearly bonus, pension scheme, private healthcare, summer & christmas party",
September 2019,UK,Junior 3D Generalist,Male,Kent,Indie,"£18,000",GBP,,0,"Flexitime, Pension. Food",
October 2019,UK,Programmer,Female,Brighton,,"£26,000",GBP,,0,,
October 2019,UK,Producer,Male,North West,Indie,"£26,000",GBP,,2.5,,
August 2019,UK,Senior Games Programmer,,London,,"£44,000",GBP,,7,,
October 2019,UK,Backend engineer,Male,London,Medium,"£58,000",GBP,,5,"Lunch, Travel, Fitness, Medical, Dental, Pension",
April 2018,UK,Unity Programmer,M,London,Mobile Games,"£28,000",GBP,,1.5,,
June 2019,UK,Lead UI Designer,,South West,"Console, PC","£42,000",GBP,,20+,Pension scheme,
October 2019,UK,Graduate Game Designer,Male,Cambridge,AAA,"£21,000",GBP,,0,,First job in industry
October 2019,UK,QA Manager,Male,London,Indie,"£28,500",GBP,,13,Christmas bonus,
April 2019,UK,Junior Games Artist,Female,London,"Mobile, VR, AR","£25,000",GBP,,0,"annual bonus, healthcare","Flexible work environment for working at home, no crunching, I love my job :) "
August 2019,UK,Placement Developer,Male,East Midlands,Education,"£16,800",GBP,,1,"Flexible Working, Work From home",
Nov 2019,UK,Technical Business Analyst ,Female,London,Gambling / Casinos ,"£50,000",GBP,,7,"Yearly bonus, gym benefits, health insurance",I found out that I was grossly underpaid so recently quit for better pursuits lol 
November 2019,UK,Junior UX Designer,,London,,"£25,000",GBP,,1,,
November 2019,UK,Brand Manager,Male,London,Indie,"£40,000",GBP,,7,,
November 2019,UK,Technical demonstrator,Male,Plymouth,Education,"£11,007",GBP,,5,Pension,
October 2019,UK,Senior Technical Artist,Male,London,AAA,"£45,680",GBP,,4,"Rev Share, Private Dental/Medical, Gym",
November 2019,UK,Programmer/Developer,Male,London,Indie,"£29,000",GBP,,0.75,,
November 2019,UK,Narrative Designer,,London,AAA,"£34,000",GBP,,3,,
March 2018,UK,Senior Software Engineer,male,"Maryland, USA",AAA,"£100,000",GBP,,7,"Medical, free soda, subsidized lunches, exercise room ",Left the industry at this rate
June 2019,UK,Localisation QA Tester,Male,London,Outsourcer,,GBP,72.00,2,None,
December 2019,UK,Senior Gameplay Developer,Male,London,Indie,"£65,000",GBP,,9,Sales-based bonuses,
December 2019,UK,Marketing Specialist,Male,Brighton,Publisher,"£35,000",GBP,,10,"Pension, Gym, Dental, WFH",
July 2019,UK,Senior Data Analyst,Male,Cambridgeshire,,"£54,000",GBP,,8,Pension,
October 2019,UK,Project Manager ,Female,East of England,AA,"£39,000",GBP,,2,"5% bonus, 6% pension contribution, private dental & health insurance, cycle to work scheme, birthday vouchers, flash bonus, free coffee/tea, fruit, milk, flexitime",
December 2019,UK,Graduate Graphics Programmer,Female,Leamington Spa,,"£30,000",GBP,,0,,
January 2020,UK,Graphics Programmer,Female,London,,"£40,000",GBP,,1,,
May 2019,UK,Senior Software Engineer,Male,Spain,AAA,"£42,000",GBP,,9,15000 once,"I work remotely and with totally flexible hours. The company is in England, but I am Spain based."
February 2020,UK,Senior Developer,Male,London,Mobile,"£72,000",GBP,,12,,"Pension, bonus, dental/medical"
March 2018,UK,Senior Software Engineer,Male,London,Mobile,"£40,000",GBP,,5,"annual bonus, contributory pension scheme, private medical care, 25 days of holiday and Christmas shutdown, flexible working hours, free fruit&soft drinks,  discounted gym membership, annual season ticket loan",
January 2020,UK,Level Designer,Male,South,AAA,"£33,000",GBP,,1,,
2019,UK,System designer,,Manchester,AAA,"£24,500",GBP,,4,Yearly performance bonus + usual benefits in big companies,
September 2019,UK,Game Developer,Male,London,Mobile,"£32,000",GBP,,5,"Private Health Insurance, Matched pension, WFH",
September 2019,UK,Game Developer / Programmer,Male,London,Mobile,"£32,000",GBP,,5,"Private Health Insurance, Matched pension, WFH, Flexi hours",
December 2019,UK,Junior Character Artist,Female,London,,"£20,000",GBP,,0,,
February 2019,UK,Junior Network Programmer ,Male,Liverpool,AAA,"£21,000",GBP,,0,"Flexi time, health insurance, pension, annual bonus",
January 2020,UK,Producer,Male,Dundee,Indie,"£34,000",GBP,,9,None,
January 2020,UK,Junior sound designer,Male,Cheshire,AAA,"£21,000",GBP,,4,"Healthcare, discount on local businesses",
Feb 2020,UK,Marketing Coordinator,Female,North,AAA,"£21,000",GBP,,3,0,
2018,UK,Programmer,Female,North West,Indie,"£29,000",GBP,,6,,
February 2020,UK,Associate Game Artist,Female,North of London,Mobile Games,"£20,000",GBP,,0.5,0,Did a few months work experience with the company to get my foot in the door
February 2019,UK,Production Coordinator/Junior Producer,Non-binary,Dundee,Indie,"£19,000",GBP,,1,"Semi-flexbile work hours, free refreshments/snacks, free pizza once a month, very relaxed dress code and office atmosphere","Changed role to transition into Production, old experience in art and narrative"
2019,UK,Senior Game Designer,Female,Yorkshire,Small Studio,"£24,000",GBP,120.00,15,None as a contractor - but am able to work from home,"Income variable due to my own availability. I think I am currently underpaid for my level of experience and responsibility, but mostly due to me not wanting to renegotiate the rate while the project is in the final (and most expensive) hurdles of development. My new rate will be closer to £300 a day."
Feb 2020,UK,UI Artist,Male,Midlands ,AAA,"£32,000",GBP,,2,,
January 2020,UK,QA,Female,East Midlands,Mobile,"£20,000",GBP,,1,NA,
January 2020,UK,3D Weapons Artist,Male,South West,AA,"£25,000",GBP,,1,,
January 2020,UK,Game Designer,Male,Brighton,Co-Dev (AAA),"£29,000",GBP,,2,"Flexible Hours, Project End Bonus (4000£)",2 Years are including internship
February 2020,UK,Gameplay Programmer,Male,Newcastle Upon Tyne,AAA,"£27,000",GBP,,2,Fresh fruit; snacks (paid); pension contributions; fitness and local travel allowance; free games; games library,
January 2020,UK,Senior BI Engineer,Female,London,,"£70,000",GBP,,3.5,"gym, stock options",
February 2020,UK,Technical Artist,Male,Brighton,,"£32,000",GBP,,2,"Pension, Free Drinks, BUPA health/dental, Flex time ",
October 2019,UK,UX Designer,Male,Oxford,Indie,"£36,000",GBP,,2,,
February 2019,UK,Animator (mid level),Female,Cambridge,AAA,"£26,000",GBP,,2,"pension scheme, healthcare, employee assistance program, flexitime, annual bonus, cycle scheme",
January 2019,UK,Lighting Artist,female,East London,AAA,"£27,000",GBP,,2,"cofee,tea,some fruits, yearly bonus ",good work/ life balance 
May 2020,UK,Software Developer (Graphics),Female/NB,London,Engine,"£58,500",GBP,,4,"RSU (stock), private healthcare, work from home",
June 2019,UK,Lead Unity Developer,male,London,Experiential,,GBP,365.00,10,,"Contract, day rate. salary projected estimate"
May 2020,UK,Generalist Artist,Female,London,"Mixed Reality, interactive media","£35,000",GBP,,4,Pension,Master relevant to the game industry
January 2020,UK,Junior 3D Artist,Female,London,Indie,"£28,500",GBP,,2.5,"WFH days, Unlimited holiday",
April 2020,UK,Technical Artist,Male,Midlands,AAA,"£36,000",GBP,,3,"BUPA/Dental, flexible hours, options scheme",
2019,UK,Animation,Male,Manchester,AAA,"£33,000",GBP,,10+,Variable bonus. Company pension.,
June 2020,UK,Junior Programmer,Male,Yorkshire,"Indie, VR","£24,000",GBP,,1.5,25+ days holiday.,
June 2020,UK,Programmer,Male,London,Mobile,"£46,000",GBP,,5,"+20% bonus, health insurance, life insurance",
June 2020,UK,Company Director,Male,Scotland,Indie,"£44,000",GBP,,4,"Health, Dental, Lunches, Discounts",
June 2020,UK,Artist,Male,Dundee,Indie,"£22,000",GBP,,3,Lunch and Dental,
March 2015,UK,Software developer (apprenticeship),,Liverpool,Indie,"£6,000",GBP,,0,Level 3 apprenticeship,"9 to 5 paid, worked after 17:00 for 3 hours on average unpaid, every day, for ""experience"" and stayed until midnight once to finish a game (unpaid) which got taken off the Google play store 5 days later for copyright. Worth. Now have 5 years experience as a developer (not games) and look back in horror, as I was essentially working as a ""normal developer"" (rather than apprentice as I already did programming for 2 years (A levels) before then and went through all the Unity tutorials in my own time, and I was the only programmer working on game, mentored by technical director who didn't even turn up half the time (he was learning NodeJS and buggered off getting £500 a day, so that company folded).
Only did apprenticeship as it seemed to be the easiest way to get a programmer job without a degree.
Worked there for 5 months and then continued a job somewhere else  for 3 years, apprentice wage for 6 months, min wage for a year then £17k after that (not games, apologies for going off topic but basically apprenticeships in my experience exploit new developers).
Now on £23k looking at new game dev job (if that's even the right choice)"
June 2020,UK,Lead Artist,Female,Guildford,,"£55,000",GBP,,7,,
May 2020,UK,UI programmer,Non-binary,London,AAA,"£39,000",GBP,,5,"Revenue share, health and dental insurance, life insurance",
February 2018,UK,QA Tester,Male,Liverpool,AAA,"£14,500",GBP,,3,,"This was at PlayStation's Liverpool office. Contractors recieved far less perks than permanent staff, but had to do the exact same job. Two-tier staff system in effect."
February 2020,UK,QA Tester,Male,Manchester,Indie,"£23,000",GBP,,5,"Pension, fresh fruit.",
May 2020,UK,Junior VFX Artist,Male,Midlands,AAA,"£30,000",GBP,,1,,
July 2019,UK,Audio Intern,Female,"Midlands, UK",AAA,20k,GBP,,0,"Pension, game discounts, holiday",
June 2020,UK,Music Contractor,Female,"Midlands, UK",AAA,28k,GBP,,1,,"Contractor role for a year, with an extension of 6 months. Promoted from Intern."
April 2020,UK,Junior Programmer,Male,South West,,"£19,344",GBP,,6 months,"Flexible work hours, About three weeks off around Christmas","fairly transparent leadership, nice place to live"
April 2020,UK,Programmer,Male,Dundee,Indie,"£20,500",GBP,,3,Company Shares,
June 2020,UK,Programmer,Male,Guildford,,"£27,500",GBP,,1,,
March 2020,UK,Senior product marketing,Male,London,AA / AAA publisher,"£48,000",GBP,,6,10% performance,Excellent medical and supportive learning tools
January 2019,UK,Technical Designer,Male,Manchester,AA,"£38,000",GBP,,3,,
June 2020,UK,Game Designer,Male,Guildford,AAA,"£34,000",GBP,,3,,QA for 7 years prior
June 2020,UK,Senior Game Designer,Male,Midlands,AA,"£30,000",GBP,,3,"Pension, health/dental care, profile share",
June 2020,UK,Graduate Designer,Male,Cambridge,AA/AAA,"£22,000",GBP,,0.5,"Pension matching (5%), health insurance, annual bonus","Internship at F2P publisher, 3.5y games degree"
Jan 2018-Current,UK,Senior Programmer,Male,Plymouth,Indie,"£45,000",GBP,350.00,5,None,"Small team, all work-from-home with a successful product and good publisher."
August 2018,UK,Senior Unity Developer,Male,London,"indie, educational","£36,000",GBP,,4,Pension,
2019,UK,Programmer,Male,Edinburgh,AAA,"£48,000",GBP,,5,Pension,
June 2020,UK,Narrative Designer,Female,Nottingham,AAA,"£33,000",GBP,,"2 (Narrative Design), 4 (games)","Discretionary bonus ~£1,000 p/a. Benefits include fruit, gym membership and team/studio outings.  ",
April 2019,UK,Narrative Designer,Female,London,Mobile,"£26,000",GBP,,"9m (Narrative Design), 3y (games)","Remote, commute covered, studio outings",
February 2020,UK,Game Designer,Female,London,Mobile,45k,GBP,,4 years,"Free Breakfast/Lunch, snacks, drinks, healthcare insurance, Xmas Bonus, Annual Gifts, Unlimited holidays (within reason)"," We are encouraged to feel strongly about the company and about the companies wellbeing, as that reflects on our wellbeing."
2018,UK,Email Marketing Co-ordinator,Female,Cambridge,MMORPG,"£23,000",GBP,,2,"Parties, merch, subsidised on-site canteen, bike repairs, fruit, gym membership",
June 2020,UK,Graphics Programmer,Male,London,Platform holder,"£47,500",GBP,,3.5,"Pension, private health insurance, free games, product discounts",
2018-2019,UK,Product Manager,Male,London,Mobile,"£56,000",GBP,,5 at the time,Bonus + Stock options,
June 2020,UK,Game Developer,Male,West Midlands,Indie/Support Studio,"£21,000",GBP,,1,,
Apr 2017 - Feb 2019,UK,QA Engineer,Male,"Dundee, Scotland",Mobile Games,"£15,000",GBP,,0 - straight from uni (salary unchanged for entire period),none,
June 2020,UK,Technical Artist,Male,Bristol,Indie,"£44,000",GBP,,5,,Prior experience is self-taught at own indie studio.
May 2020,UK,VFX Artist,Female,North West,AAA,"£26,000",GBP,,4,"Pension, healthcare, flexi-time. No crunch/over-time. Yearly bonus.",I have a game dev degree
January 2020,UK,Gameplay programmer,,Bristol,AAA,"£60,000",GBP,,6,None,
May 2020,UK,Junior Designer,Female,West Midlands,Mobile Dev,"£23,500",GBP,,3,,
February 2020,UK,Game Designer,Male,West Midlands,AA,"£31,800",GBP,,2,,
June 2020,UK,UI Designer,Male,London,All,"£80,000",GBP,350.00,8,None - Freelance/Self-Employed,Salary is based on last years approx gross (pre-tax) earnings.
February 2019,UK,Game developer,Male,Bristol,Indie,"£30,000",GBP,250.00,2,,"I have a mixed income from games, teaching and web work so could be difficult to directly relate the stats"
June 2020,UK,Lead Software Engineer,Male,London,Mobile,"£110,000",GBP,"1,000.00",7,,
June 2020,UK,3D Artist,Male,Guildford,inide,"£27,000",GBP,,8,,
February 2020,UK,Associate Games Developer,Male,Bristol,Gambling,"£27,500",GBP,,1 Year,"Private Medical Insurance, Pension and Life Assurance, Paid Travel Expenses, 25 Days of Holiday",
December 2019,UK,3d Artist,Male,Surrey,indie,"£27,000",GBP,,4,"Gym, Pension ",
June 2020,UK,Programmer,Male,Surrey,Mobile,"£42,000",GBP,,6,Flexible monthly benefit. Potential profit share. ,
2013,UK,Designer,Female,London,AA,"£20,000",GBP,,1,,
May 2020,UK,Lead Community Manager,Male,East of England,,"£52,500",GBP,,5,"10-20% Annual bonus, pension matching, regular 'jollies', healthcare, dental scheme, gym membership","No experience: £10k part-time Customer Support Specialist (barwork and retail to make ends meet)
6 months experience: £20k Customer Support Specialist
1 year experience: £21.5k Lead Support Specialist
18 months experience: £24.5k Community Manager
2 years experience:  £26k Community Manager
3 years experience: £32k Social/Video Marketing Manager
4 years experience: £38k Senior Community Manager
 "
November 2020,UK,Producer,Female,Guildford,AAA,"£36,000",GBP,,3,10000,
2018,UK,Assistant producer ,Female,Cambridge,AAA,"£26,000",GBP,,1.5,1000,
2019,UK,Producer,Female,Cambridge,AAA,"£30,000",GBP,,2,1000,
November 2020,UK,Producer,Female,Guildford,AAA,"£32,000",GBP,,3,,
June 2020,UK,Senior Analyst,Female,"Cambridge, UK",MMORPG,"£65,000",GBP,,5,"12,000",
July 2019,UK,Programmer,Male,Leamington Spa,Indie,"£24,000",GBP,,2,"Flexitime, pension, private healthcare",
April 2020,UK,Junior ui artist,Female ,Leamington spa ,AAA,"£22,500",GBP,,1. 5,Twice 2%,Started as 20k a year ago
February 2019,UK,Programmer,Male,Nottingham,AAA,"£25,650",GBP,,5,,
June 2020,UK,Localization Manager,Female,North West,,"£30,000",GBP,,8,"Gym discount, healthcare, flexible working hours",
March 2017,UK,Experienced Programmer,Male,Leamington Spa,AAA,"£30,000",GBP,,3,2000,
April 2020,UK,Game Analyst,female,Leamington Spa,Racing,"£30,000",GBP,,1,1000,Went up from 27k last year
2019,UK,QA Lead,,Oxfordshire,AA,£24,GBP,,4,"Pension scheme, Flexi Time",
May 2020,UK,Lead Developer,Male,Brighton,Indie,"£50,000",GBP,,16,"Per-project bonus, healthcare (doesn't include family)",
February 2019,UK,3d Generalist,Male,London,VR,"£50,000",GBP,228.00,6,none,freelance
Dec 2019,UK,Game Artist,Male,Dundee,indie,£38,GBP,,7,8%,
April 2019,UK,Lead Games Designer,Male,Manchester,AAA/indie,"£25,000",GBP,,5,,
September 2019,UK,3D Artist,Male,Milton Keynes,AAA,"£25,000",GBP,,6,"Pension Scheme, Bonus once a year usually , although I didnt get any for last 2 years so yeah. Oh yes free coffe and Fruit and Sport Activity Once a week",I got hired whith 0 years experience in Industry.
July 2019 - Current,UK,Junior Environment Artist,Male,Nottingham,AAA,"£22,500",GBP,,0,,3 months indie game internship for professional experience - hired just before graduating university
April 2020,UK,Game Designer,Male,Sheffield,AAA,"£30,000",GBP,,9,3% Annual Bonus,"Having to fight with studio, year after year for progression and pay raises. :/"
January 2018,UK,VFX Artist,Male,Midlands,AAA,"£30,000",GBP,,3,"Generous bonus package, 27+8 days leave, private healthcare, contributory pension",
April 2020,UK,Senior Programmer,Male,London,Mobile Startup,"£52,500",GBP,,3.5,,"C#, Unity, mostly gameplay and tools"
September 2019,UK,Software Engineer,Male,London,AAA,"£75,000",GBP,,13,"Pension, private healthcare, education budget, travel bursary, share options",
2019,UK,lead artist,male,london,aaa,"£50,000",GBP,,15,none,"company is very comfortable and good environment, but man, the pay. "
June 2020,UK,Intern games engineer,Male,Glasgow,Casual mobile,"£18,000",GBP,,0,,
June 2020,UK,Senior Environment Artist,Male,Leamington Spa,AAA,"£31,810",GBP,,6 years,"Game Bonus, Profitability Bonus, Live Bonus, Pension, Flexi-Time, Wellbeing, +More.",
July 2020,UK,Lead Gameplay Scripter,Male,Edinburgh,AAA,"£35,000",GBP,,3,"10% Pension Match, Cycle2Work scheme, Stock options",
Jun 2020,UK,Lead Scripter,Male,Edinburgh,AAA,"£33,500",GBP,,2.5,"Cycle to Work, Pension 10% Bonus",
February 2020,UK,Environment Artist,Male,South,AAA,"£34,000",GBP,,4,ranging around 5k,
June 2020,UK,Senior Director - Venture Capital Investment ,Male,London,Venture Investment,"£242,000",GBP,,18,50%,
July 2020,UK,Community Marketing Manager ,Male,"Surrey, UK",AA (not quite triple A) ,"£38,000",GBP,,9 years,,"4.5 years in QA, 4.5 in Community "
July 2020,UK,Software Engineer,Male,London,Porting,"£34,000",GBP,,3,,
March 2020,UK,Programmer,Female,London (mostly working from home),Indie,"£50,000",GBP,,5,,
April 2020,UK,Senior UI Designer,Female,South East,AAA,"£48,000",GBP,,8,4000,
February 2020,UK,Concept Artist,Female,Leamington Spa,AAA,"£30,000",GBP,,4,,"Started at 29k, salary increased overtime"
July 2020,UK,Game Designer,male,London,Technology,"£220,000",GBP,,10,"Pension, health insurance, free food, free gym, relatively flexible hours","About 50% of the salary here comes in form of bonus payments and stock grants. This was un-negotiated, accepting the first offer they made. My expectation for the best-case scenario was 90,000 ..."
March 2020,UK,Support Director,Male,SOuth-East,Middleware,"£120,000",GBP,,20,"20% MBO bonus, pension, health +Dental care, shares",
September 2019,UK,Artist (Generalist),Female/NB,Guildford,Small Studio,"£27,500",GBP,,3,Choice between pension/subsidised tech/gym/health insurance,
May 2016,UK,Art Intern,Female/NB,Guildford,AAA,"£17,000",GBP,,0,Fruit,Job lent towards creative researcher & concept art assistant role
Feb 2020,UK,Character Artist,F,Midlands,AAA,"£38,000",GBP,250.00,7,"Pension, Healthcare",
June 2018,UK,Character Artist,Female,Guildford,AAA,"£42,000",GBP,,5,,
June 2020,UK,Lighting Artist,Male,Leamington Spa,AAA,"£29,000",GBP,,3,"Game bonuses, Pension, flexi-time, snacks, social events, more",
September 2019,UK,UX/UI Designer,Male,Bristol,Indie,"£30,600",GBP,,7,,
July 2020,UK,QA Tester,Male,"Edinburgh, Scotland",AAA,"£21,750",GBP,,2,"Healthcare, dentist, pension, ESPP, yearly bonus, discounts on titles",
July 2019,UK,Digital Marketer,Female,North West,Indie,"£30,000",GBP,,4,£250,Wage was increased after 3 months due to a male counter part being on a higher wage despite the same role
July 2020,UK,Unity Programmer,male,London,,"£220,000",GBP,,10,,
July 2020,UK,Dev QA Tester,Male,Nottingham,Mobile Gaming,"£20,808",GBP,,1,None,
July 2020,UK,Server developer,Male,London,Mobile,"£45,000",GBP,,1.5,,
July 2020,UK,Graduate Developer,Male,Leicester,Virtual Reality,"£18,500",GBP,,0,,
October 2019,UK,Assistant Producer,Female,Brighton,AAA,"£24,000",GBP,,0,"£3000 mid project bonus, Dental, private medical bonuses",I was with the company for 7 months prior as QA
September 2019,UK,C++ Cross platform developer,Male,London,Ports,"£24,000",GBP,,0.5,,
March 2020,UK,Senior Programmer,Male,Newcastle,AA development / publishing,"£35,000",GBP,,7,,
December 2019,UK,UI artist,Male,Brighton,AAA,"£38,000",GBP,,7,,
August 2020,UK,Producer,Female,Nottingham,Indie,"£34,000",GBP,,5,"Quarterly bonus based on achieving record breaking revenues, 25 days holiday, flexible hours around core hours",
August 2020,UK,Game Designer,Male,North,"AAA, mobile","£30,000",GBP,,2,Christmas bonus as percentage of salary,
January 2020,UK,Producer,Male,London,Indie,"£17,400",GBP,,1 year - previous production experience in AAA film productions in UK/ Bulgaria,None,"Minority Owner, Full-time, remote work. Also covering Business Dev, Legal, Accounting, Casting, Mocap Logistics, Grant Funding & Regulation Compliance. "
Janurary 2020,UK,Senior Game Designer,Male,Cambridge,Small Studio,"£46,000",GBP,,7,"£4,000-£10,000 end of year bonus scaled on personal and company performance",
August 2020,UK,Graduate UI Artist,,Liverpool,,"£23,500",GBP,,1 year freelance,,Salary was negotiated up because I had another job offer at the time for a more senior role.
August 2020,UK,Junior programmer ,Female,Guildford,Contractor,"£25,000",GBP,,0,Pension scheme,
July 2019,UK,Technical Director,Male,Warwickshire,AAA,"£83,500",GBP,,21,Health care. Pension. Annual bonus. ,
March 2020,UK,Systems Administrator,Felmale,London,AAA,"£22,000",GBP,,1.5,1000,
January 2020,UK,Senior Technical Artist,Male,Midlands,AAA,"£41,000",GBP,,9,Team profit share bonus,
July 2020,UK,Lead Technical Artist,,London,AAA,"£50,000",GBP,,6,1% Rev Share Quarterly,
September 2020,UK,Producer,Male,Bristol,Indie,"£49,000",GBP,,7,"Profit share, flexible hours, remote/wfh studio",Thank you!
September 2020,UK,Associate Producer,Male,Guildford,AAA,"£38,500",GBP,,2,"Health insurance, annual performance bonus, pension matching",
August 2020,UK,Freelance Concept Artist,Female,West Sussex,AAA/Indie/Mobile,"£120,000",GBP,,4,n/a,Income varies but this is a rough estimate
April 2020,UK,Senior QA,Female,West Yorkshire,Indie ,"£18,900",GBP,,3 years,Pension,
September 2020,UK,Game Designer,Female,London,Ports,"£26,000",GBP,,"5.5 yrs (2.5 in QA, 3 in Design)","Flexitime, Xmas bonus",
September 2020,UK,Junior Game Designer,Female,London (but I work remotely),Mobile,"£33,000",GBP,,0,"Health insurance, equipment, flexible hours, others was removed because of WFH",
October 2020,UK,Senior Music Designer,Male,Surrey,AAA,"£37,000",GBP,,8,Performance bonus. Pension. Dental and other tax free medical,
October 2020,UK,QA Tester,Male,Lincoln,AAA,"£21,000",GBP,,2,"Bupa Health and Dental, Opticians Reimbursal and Glasses Voucher, Pension Matching, Free Drinks, Fresh Fruit, Some flexibility in hours, Annual Bonus, Great Christmas Parties with a Gift, Gym Membership up to £25pm, Generous Overtime Pay as well as Free Meal on Weekday OT and £15 Food Allowance on Weekend OT(Though we haven't had OT in nearly a year), Shares Scheme, Frequent Social/Wellness Events","Supposedly crunch has been outlawed, though we haven't had a project test that yet - That said, limited overtime was available for a project about a year ago, but this was by no means compulsory (A few of us meant to do some but ultimately didn't and have felt no negative repercussions/treatment afterwards)"
September 2020,UK,Junior QA Tester,Female,North East,Indie,"£16,500",GBP,,1,"No crunch, no previous games experience, flexi working",
October 2020,UK,Game Developer,Male,London,Digital Arcade,"£48,000",GBP,,5,Annual Bonus based on performance,
September 2020,UK,Project Manager,Female,Edinburgh,Indie,"£23,400",GBP,,1,Weekly Socials,Contract 
September 2020,UK,Producer,Female,Guilford,Indie,"£26,000",GBP,,0-1,,
November 2020,UK,UI Artist,Female,Horsham,AAA,"£35,000",GBP,,2,,
November 2020,UK,Technical Artist,Male,South East,AAA,"£22,500",GBP,,1,"Pension, BUPA Health/Dental, Flex time",6 months prior 3D Generalist
November 2020,UK,Game Artist,Male,London,Casual,"£50,000",GBP,,18,"Gym membership, share options, Health plan, food allowance, 50% travel costs covered,",
July 2020,UK,Junior Tools Programmer,Male,Wilmslow,AAA,"£23,000",GBP,,Straight Out Of School,"Flexi time, private medical insurance, pension scheme, gym membership",
November 2020,UK,Sound Designer/,,North West,AAA,"£28,000",GBP,,3,"Private Healthcare, Small Yearly Bonus",
January 2020,UK,Head of Public Relations,Male,London,PC & Mobile,"£71,000",GBP,,16,"Annual perfomance bonus, quarterly proft sharing, private health & dental, flixible working hours, work from home, hardware loans","The people are great, too!"
December 2020,UK,Environment Artist,Female,Edinburgh,AAA,"£30,000",GBP,,3-4,None,
May 2020,UK,Scripter,,Edinburgh,AAA,"£30,000",GBP,,3,,
May 2020,UK,Game Designer,Male,Edinburgh,AAA,"£25,500",GBP,,4,None,
June 2020,UK,Producer,Male,London,indie,"£60,000",GBP,,2,25 days holiday,
