Timestamp,Survey,Job Title,Region,City,Gross Salary,Currency,USD Gross Salary,Hourly Rate,Studio Size,Years of XP,Gender,Queer?,Ethnicity,Disabled,Benefits,Additional Comments,Job Category
09/06/2020 4:41:31,GL,Customer Support Coordinator,Québec,Montreal,"55,000.00",CAD,"$43,738",,251-1000,11-15,Female,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent), White (Original Peoples of Eastern Europe )",,"RRSP matching contributions up to 3% of yearly salary, dental, regular physical & physiological, beer Friday's, occasional gift boxes from the ceo/président, reimbursements for work furniture (up to 200$ reimbursement for chair/screen/ac due to summer heat), employee assistance program,","I wasn't too sure what to put for benefits, we get a group package that covers up to a specific amount for a host of things (dental, eye stuff, physiotherapy, psychology, and others)",Customer Support
09/06/2020 4:48:40,GL,Player Support Lead,Québec,Montréal,"45,000.00",CAD,"$35,785",,251-1000,2-5,Female,No,White (Original Peoples of Eastern Europe ),,Health & Dental,,Customer Support
25/02/2019 03:22:43,GL,"Designer, User Experience",Midwest,,"47,000.00",USD,"$47,000",,11-50,6-10,MTF,Yes,White (Original Peoples of Eastern Europe ),,"401K, Dental, Vision, Health Insurance, UTO, Profit Share, Work from Home",,Designer
19/02/2020 19:16:23,GL,"Designer, UI/UX Senior",West Coast,Los Angeles,"110,250.00",USD,"$110,250",,51-250,6-10,Female,Yes,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"PTO (2 weeks), Full Benefits, 401k (match), Flex Hours, Winter Break, Education Grants, Shippping Bonus, Annual Bonus",,Designer
26/02/2020 23:55:18,GL,"Designer, Gameplay",Canada,Edmonton,"78,000.00",CAD,"$62,028",$40 CAD,251-1000,11-15,Female,No,White (Original Peoples of Eastern Europe ),,"Fee-free RRSP with company matching personal contributions, cheap stocks and frequent gift stocks, 3 weeks of vacation a year, performance-based bonuses, time off after crunch.",,Designer
07/06/2020 20:11:32,GL,"Designer, Technical Associate",West Coast,Bellevue,"56,000.00",USD,"$56,000",28,251-1000,0-1,Male,No,White (Original Peoples of Eastern Europe ),,"Health/Dental/Vision, Snacks/Drinks, Unlimited Public Transportation, Flex(ish) hours",Contractor,Designer
07/06/2020 20:47:42,GL,"Designer, Senior",West Coast,,"117,000.00",USD,"$117,000",,51-250,11-15,Male,No,White (Original Peoples of Eastern Europe ),,"401K 6% match, student loan assistance, 25 days pto, 6 weeks total company holiday and christmas shutdown, way too much to add. company bonus package was a 21 page pdf, +20 to 60% yearly bonus",,Designer
07/06/2020 20:53:24,GL,"Designer, Technical 3",West Coast,Redwood City,"100,000.00",USD,"$100,000",,51-250,6-10,Male,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"401k with match, medical, PTO, potential yearly and project bonuses, various other smaller benefits",Thank you for doing this,Designer
07/06/2020 21:16:41,GL,Designer,East Coast USA,,"102,000.00",USD,"$102,000",,251-1000,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"401k matching, unlimited time off, free unlimited meals snacks and drinks, 100% company paid insurances, quarterly bonuses, 2 multi week breaks through out the year","this is purely salary, and doesn't cover the fact that im quite literally 24/7 on call and my average work hours during a work day is ~12",Designer
07/06/2020 22:15:37,GL,"Designer, Visual",East Coast,New York City,"96,000.00",USD,"$96,000",,51-250,0-1,X,Yes,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"401k, Health/Dental/Vision, 3 weeks sick, unlimited PTO, annual bonus, stock options",,Designer
07/06/2020 22:53:33,GL,Designer,West Coast,Seattle area,"64,000.00",USD,"$64,000",,51-250,0-1,Female,Yes,White (Original Peoples of Eastern Europe ),,"401k with %matching, 100% paid health insurance (medical, dental, vision, life), bonus, PTO 3 wks per year (but somewhat flexible) free public transit pass, snacks/drinks, flexible hours, 1 week Christmas break","Before this job I used to be QA at a studio that paid well (and was FTE) compared to my previous QA jobs, and moving to design still bumped my pay up 25k/year. My salary also has more impact on savings because I live rurally and not in Seattle so my living costs are cut drastically. Especially since my job pays for public transit so my commute costs as a result of the extra distance are offset.",Designer
08/06/2020 15:28:50,GL,"Designer, Technical",Canada,,"50,000.00",CAD,"$39,762",,11-50,2-5,Male,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,haha what,,Designer
08/06/2020 18:57:29,GL,"Designer, UI/UX",Seattle,Seattle,"62,000.00",USD,"$62,000",,11-50,2-5,Male,No,White (Original Peoples of Eastern Europe ),,401k w/o match. Medical. Dental. Vision. ~20 days PTO / Year.,"Starting pay was $55,000. Hired as a new Grad. Mobile Indie Company.",Designer
08/06/2020 21:18:55,GL,"Designer, Game Economy",Quebec,Montréal,"57,000.00",CAD,"$45,328",,251-1000,0-1,Male,No,White (Original Peoples of Eastern Europe ),,"Mobile industry. Retirement, healthcare, good number of paid vacations.",Starting pay was 42k.,Designer
09/06/2020 8:02:10,GL,"Designer, UI/UX",West Coast,San Francisco,"155,000.00",USD,"$155,000",,251-1000,6-10,Female,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"401k matching, health, dental, cell reimbursement, meals",2020,Designer
09/06/2020 18:18:13,GL,"Designer, UI/UX",California,San Francisco,"65,000.00",USD,"$65,000",,11-50,0-1,Female,No,White (Original Peoples of Eastern Europe ),,Commuter package and basic healthcare,,Designer
09/06/2020 18:20:22,GL,"Designer, UI/UX",USA,San Francisco,"80,000.00",USD,"$80,000",,11-50,2-5,Female,No,White (Original Peoples of Eastern Europe ),,"Stipend for continual learning, healthcare, etc",,Designer
10/06/2020 0:34:31,GL,"Designer, UI",Canada,Montreal,"92,000.00",CAD,"$73,161",n/a,251-1000,6-10,Female,Yes,"Latinx (Original Peoples of Cuba, Haiti, Mexico, South or Central America, or other Spanish Culture)",,"health, dental, life insurance, 4 weeks vacation, sick days, physical activity reimbursement, WFH possibility, rrsp matching",,Designer
10/06/2020 2:16:40,GL,"Designer, UX, (Intermediate Lvl) Experienced",New Zealand,Wellington,"65,000.00",NZD,"$44,507",32,51-250,2-5,Male,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"First home buyers allowance (NZ $4K refund when you buy your first home), $200 mobile phone contribution (refund when you buy one, every 2 years), Kitchen with free soft drinks, coffee, fruit etc, Several company movies and other social events each year (company paid)
, Design team lunch (paid for) every 2 months, Employer contribution, equal to 3% of your salary, paid to KiwiSaver (like a government pension) - this is a standard NZ thing.","Salary is low if you take into account for the standard of living in Wellington, it's quite expensive. You won't be able to save much at the end of the month. It could have been compensated with some more considerable benefits like once a year free tickets to home country or something else. Like the salary for a UX Designer at the same position in a product based company(anything other than video game industry) is easily around 75,000-90,000 NZD. I hope things improve in future.",Designer
10/06/2020 2:43:36,GL,"Designer, UI",Quebec,Quebec City,"42,000.00",CAD,"$33,400",,251-1000,0-1,Female,Yes,White (Original Peoples of Eastern Europe ),,"Health Insurance (90% paid by employer), 401k 50% matching, 3 weeks vacation",,Designer
10/06/2020 19:29:18,GL,"Designer, UX Junior",Canada,,"46,500.00",CAD,"$36,978",40,251-1000,0-1,Female,No,White (Original Peoples of Eastern Europe ),,"health insurance, sport club, free tea/coffee and breakfast",,Designer
11/06/2020 16:57:00,GL,"Designer, UI","Quebec,",Quebec City,"50,000.00",CAD,"$39,762",,251-1000,6-10,Female,No,White (Original Peoples of Eastern Europe ),,"Health insurance, bonuses, 4 weeks vacation",,Designer
11/06/2020 22:04:29,GL,"Designer, Cinematic",Poland,Warsaw,"17,000.00",USD,"$17,000",,251-1000,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"sick leave, 20 paid leave days, health care, gym and sports card",,Designer
15/06/2020 05:03:37,GL,"Designer, UX",West Coast,Los Angeles,"156,000.00",USD,"$156,000",,1000+,2-5,Male,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Health, Dental, Vision, Meals on Campus",,Designer
16/06/2020 03:25:04,GL,"Designer, CRM Graphic",West Coast,Culver City,"76,000.00",USD,"$76,000",,251-1000,2-5,Female,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"401k, Health/Dental/Vision/Life, unlimited PTO, 90 days Maternity, Annual Bonus, free lunch 3 days/week","unlimited vacation is not that great, often times the schedule never leaves you to take advantage of it, the peer pressure not to take time off is real",Designer
17/06/2020 19:01:51,GL,"Designer, Narrative Junior",Pacific Northwest,Seattle,"60,000.00",USD,"$60,000",,51-250,2-5,Female,Yes,White (Original Peoples of Eastern Europe ),,"Yes, very good",,Designer
18/06/2020 01:20:05,GL,"Designer, Technical",Canada,Toronto,"78,500.00",CAD,"$62,426",,251-1000,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"Unlimited Sick Time, Strong Insurance, 3 weeks vacation, generally a lot of additional nice things","Overall good benefits, extremely low pay.",Designer
06/07/2020 19:48:18,GL,Graphic Designer,West Coast,Los Angeles,"76,000.00",USD,"$76,000",,251-1000,2-5,Female,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",No,"401k, Health/Dental/Vision/Life, unlimited PTO, 2 Months Maternity/Paternity, Annual Bonus, free lunch 3 days/week","Mobile games. No crunch, but busy year-round. Hard to ask for PTO until you get sick.",Designer
07/10/2020 14:28:57,GL,"Designer, Graphic",Quebec,Montreal,"70,000.00",CAD,"$55,666",,1000+,2-5,Female,Yes,White (Original Peoples of Eastern Europe ),No,"Insurance, 4 weeks vacations, flexible hours, Bonus, REER, on site gym and medical clinic, corporate discount, friday beer, ...",,Designer
07/01/2021 16:28:53,GL,"Designer, UX/UI Junior",United Kingdom,,"18,600.00",GBP,"$24,240",,51-250,0-1,Non-binary,Yes,White (Original Peoples of Eastern Europe ),Yes,"Zero crunch policy, snacks, 20 days paid vacation + additional Christmas vacation, pension plan",Company is understanding of health/mental health needs,Designer
07/01/2021 16:56:57,GL,"Designer, Associate Quality",Canada,Vancouver,"60,000.00",CAD,"$47,714",,1000+,6-10,Female,Yes,White (Original Peoples of Eastern Europe ),No,"Health/Dental, Shares, RRSP matching, 3 weeks paid vacation",,Designer
07/01/2021 19:11:53,GL,Designer,West Coast,Los Angeles,"78,000.00",USD,"$78,000",,251-1000,2-5,Male,Yes,White (Original Peoples of Eastern Europe ),No,"401k, Health (PPO or HMO), Dental, Vision, Life, LTD, PTO, Holiday Break, along with several other optional benefits",,Designer
02/18/2019,GL,Designer,East Coast,Maryland,"75,000.00",USD,"$75,000",,51-250,6-10,Female,,White (Original Peoples of Eastern Europe ),,"401K with company match, Health, Dental, Vision. 15 days pto, 6 corp holidays, bonus, stock, drinks, free games, employer contrib HSA",,Designer
2/17/2019,GL,"Designer, Visual",West Coast,Seattle,"80,000.00",USD,"$80,000",,251-1000,6-10,Female,,White (Original Peoples of Eastern Europe ),,"401k , health, pto, dental",,Designer
2/18/2019,GL,Designer,Midwest,Austin,"75,000.00",USD,"$75,000",,51-250,6-10,Female,,White (Original Peoples of Eastern Europe ),,"401K, Health, unlimited PTO, 4 federal holidays off, winter break from Dec 24-Jan 2, 8 weeks paid parental leave, shipping bonus",,Designer
2/18/2019,GL,"Designer, System",West Coast,Seattle,"72,800.00",USD,"$72,800",$35,251-1000,2-5,Male,,White (Original Peoples of Eastern Europe ),,"Healthcare, 14 days PTO YR, A hoodie every once in a while",Contractor,Designer
07/04/2021 23:54:38,GL,"Designer, UI/UX",Canada,"Vancouver,BC","60,000.00",CAD,"$47,714",,51-250,2-5,Female,Yes,"Latinx (Original Peoples of Cuba, Haiti, Mexico, South or Central America, or other Spanish Culture)",No,Health benefits,,Designer
08/04/2021 16:00:57,GL,"Designer, UI/UX",South,,"55,000.00",USD,"$55,000",,51-250,2-5,Male,No,White (Original Peoples of Eastern Europe ),No,"Medical, dental, vision, half match on the first 3% of 401k contributions",,Designer
19/02/2020 19:41:53,GL,"Game Designer, AI/Systems",West Coast,Los Angeles,"60,000.00",USD,"$60,000",,51-250,2-5,Female,No,"Latinx (Original Peoples of Cuba, Haiti, Mexico, South or Central America, or other Spanish Culture), White (Original Peoples of Eastern Europe )",,"401k (matched), free health dental & vision, reduced fee pet insurance, PTO","Crunch is only engaged in when necessary and is time-bound (i.e. 2 extra hours 3 days a week for the next 2 months, typically no weekend crunch). Monthly events/parties.",Game Designer
20/02/2020 05:29:11,GL,Game Designer,Western Canada,,"77,000.00",CAD,"$61,233",,251-1000,6-10,Male,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"relocation package, stocks, annual bonus, free food",,Game Designer
07/06/2020 20:02:39,GL,"Game Designer, Board Games",West Coast,Seattle,"38,000.00",USD,"$38,000",30,11-50,2-5,Male,Yes,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,None,,Game Designer
07/06/2020 22:12:17,GL,"Game Designer, Associate",Northeast,"Northampton, MA","32,000.00",USD,"$32,000",,11-50,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"401k, health, dental, free consoles/games",This was 2003-2006 so adjust numbers for inflation,Game Designer
08/06/2020 2:00:53,GL,"Game Designer, Technical Junior",Quebec,Montreal,"38,000.00",CAD,"$30,219",18.27,251-1000,0-1,Female,Yes,White (Original Peoples of Eastern Europe ),,"Fruits every day, unlimited coffee, beer on friday, discount on transports (metro or parking), some discount with selected local business.","Currently in fixed-term contract, will have a permanent one in september",Game Designer
08/06/2020 3:23:40,GL,Game Designer,East Coast USA,,"62,500.00",USD,"$62,500",,11-50,11-15,Male,No,White (Original Peoples of Eastern Europe ),,"Health, 401k, HSA, PTO, Sick, Disability",,Game Designer
08/06/2020 3:25:22,GL,Game Designer,Europe,Stockholm,"39,000.00",USD,"$39,000",,251-1000,11-15,Male,No,White (Original Peoples of Eastern Europe ),,"Health, PTO, Sick, 401k, Relo",,Game Designer
08/06/2020 4:38:19,GL,Game Designer,Quebec,Montreal,"70,000.00",CAD,"$55,666",,51-250,2-5,Female,No,White (Original Peoples of Eastern Europe ),,"Medical, flexible hours, office perks",,Game Designer
08/06/2020 5:23:48,GL,Game Designer,Midwest,"Hoffman Estates, IL","67,000.00",USD,"$67,000",,51-250,11-15,Male,No,White (Original Peoples of Eastern Europe ),,"Health, Dental, PTO, the works","Starting 10 years ago was at $35,000",Game Designer
08/06/2020 14:46:12,GL,Game and Level Designer,Ontario,Ottawa,"60,000.00",CAD,"$47,714",,51-250,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"Health insurance, 3 weeks paid vacation + christmas through new years",,Game Designer
08/06/2020 15:01:12,GL,Game Developer,Canada,Ottawa,"50,000.00",CAD,"$39,762",,51-250,2-5,Male,Yes,White (Original Peoples of Eastern Europe ),,"Health Insurance, Dental Insurance",,Game Designer
08/06/2020 15:44:19,GL,Game Designer,East Coast,Orlando,"41,600.00",USD,"$41,600",$20,1-10,2-5,Female,No,"Latinx (Original Peoples of Cuba, Haiti, Mexico, South or Central America, or other Spanish Culture)",,"Health, Dental, Vision, Life Insurance, PTO, 2 weeks paid vacation, 1 week paid sick days, flex schedule,",,Game Designer
08/06/2020 16:23:28,GL,Game Designer,WA,Seattle,"67,000.00",USD,"$67,000",,51-250,6-10,Male,No,White (Original Peoples of Eastern Europe ),,"Full (health, life, retirement)",Last game dev job I had before studio shuttered and I left games,Game Designer
08/06/2020 18:14:08,GL,"Game Designer, Self-Employed",Midwest,Minneapolis,"64,000.00",USD,"$64,000",,1-10,6-10,Male,No,White (Original Peoples of Eastern Europe ),,N/A,,Game Designer
08/06/2020 18:15:49,GL,Game Designer,Quebec,Montreal,"58,700.00",CAD,"$46,680",,251-1000,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"REER, Breakfast, 10 sick days, 3 weeks holidays, bonus on benefits, 1 week off for Christmas, Monthly lunch, Gym, Insurance",,Game Designer
08/06/2020 19:53:29,GL,"Game Designer, Associate",West Coast,San Diego,"60,000.00",USD,"$60,000",,51-250,2-5,Female,Yes,Black (Original Peoples of Africa and the Caribbean),,"401k w/match, Health/Vision/Dental, Life Insurance",,Game Designer
09/06/2020 4:51:32,GL,Game Designer,Quebec,Montreal,"70,000.00",CAD,"$55,666",,NA,6-10,Cis Male,No,White (Original Peoples of Eastern Europe ),,Lot but none that I care about.,,Game Designer
09/06/2020 14:46:28,GL,"Game Designer, Technical",Europe,Prague,"20,000.00",CZK,$890,,51-250,2-5,Male,Yes,White (Original Peoples of Eastern Europe ),,none,"I'm threated as a contrator, not as employee despite I'm visiting office every day. It's a big difference in EU.",Game Designer
09/06/2020 15:37:24,GL,Game Designer,Europe,Paris,"36,000.00",USD,"$36,000",,251-1000,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"Health care, 401K, PTO, etc",,Game Designer
10/06/2020 0:27:44,GL,Game Designer,Quebec,Montreal,"60,000.00",CAD,"$47,714",,51-250,2-5,Female,No,White (Original Peoples of Eastern Europe ),,"6 Days paid Sick, 3 weeks of paid vacation",,Game Designer
10/06/2020 6:37:53,GL,"Game Designer, Technical",Quebec,Montreal,"57,000.00",CAD,"$45,328",,1000+,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"Profitability bonus, health/dental, unlimited sick, 3 days PTO, 3 weeks paid vacation, RRSP contribution",Loving it.,Game Designer
10/06/2020 6:48:34,GL,"Game Designer, Associate",West Coast,San Francisco,"80,000.00",USD,"$80,000",39,1-10,2-5,Female,No,White (Original Peoples of Eastern Europe ),,"401, dental, medical",,Game Designer
10/06/2020 9:39:14,GL,Game Designer,Romania,Bucharest,"13,965.00",EUR,"$15,186",,251-1000,2-5,Female,Yes,White (Original Peoples of Eastern Europe ),,Private health care,"This is a salary for an expat, not a local",Game Designer
10/06/2020 23:13:18,GL,Game Designer,Europe,Kyiv,"1,500.00",USD,"$1,500",,51-250,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"medical insurance, food",,Game Designer
11/06/2020 8:29:52,GL,Game Designer,Russia,Saint-Petersburg,"22,500.00",RUB,$277,,51-250,6-10,Male,No,White (Original Peoples of Eastern Europe ),,HealthCare,,Game Designer
11/06/2020 11:01:13,GL,Game Designer,Europe,Kyiv,"24,000.00",USD,"$24,000",,251-1000,2-5,Male,No,White (Original Peoples of Eastern Europe ),,gym,,Game Designer
11/06/2020 11:13:32,GL,Game Designer,Poland,,"48,000.00",PLN,"$11,257",,51-250,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"fruits, health care, free coffee, free games, gym",,Game Designer
17/06/2020 09:11:06,GL,Game Designer,Southeast Asia,,"30,000.00",USD,"$30,000",,251-1000,2-5,Female,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,"Bonus, 2 weeks PTO, Medical/Dental, X spending money on games",Game related Degree. Salary slightly above average for region but vastly below NA region.,Game Designer
18/06/2020 01:31:54,GL,"Game Designer, Junior",Canada,Montreal,"32,500.00",CAD,"$25,845",,51-250,0-1,Female,No,White (Original Peoples of Eastern Europe ),,Full Time / Health Insurance / Flexible Hours / 10 Vacation Days / 8 Sick Days,Game Design Degree & First job in the industry (post-graduation),Game Designer
21/06/2020 17:20:10,GL,Game Designer,Quebec,Montreal,"55,000.00",CAD,"$43,738",,11-50,2-5,Female,No,White (Original Peoples of Eastern Europe ),,"Flexible work hours, unlimited vacations, basic insurance",,Game Designer
25/08/2020 09:28:06,GL,Game Designer,Russia,Moscow,"8,200.00",RUB,$101,,11-50,2-5,Female,No,White (Original Peoples of Eastern Europe ),No,distant work,,Game Designer
07/01/2021 16:35:26,GL,"Game Designer, Jr",Canada,Halifax,"42,000.00",CAD,"$33,400",21.54,11-50,2-5,Male,No,White (Original Peoples of Eastern Europe ),No,"Some pharma/dental coverage, small optometry coverage, small holiday bonus",,Game Designer
10/03/2021 14:41:40,GL,Game Designer II,FL,Orlando,"100,000.00",USD,"$100,000",,1000+,2-5,Male,No,White (Original Peoples of Eastern Europe ),No,"Medical, Dental, Vision, 401k, Etc.",,Game Designer
11/03/2021 22:37:06,GL,Game Designer,Ontario,Toronto,"57,200.00",CAD,"$45,487",,1-10,6-10,Male,No,White (Original Peoples of Eastern Europe ),No,Marginal medical and dental,,Game Designer
02/21/19,GL,Game Designer,Mexico,,"400,000.00",MXN,"$19,937",,1-10,6-10,Male,,White (Original Peoples of Eastern Europe ),,"performance bonuses, flexible hours, life insurance, medical insurance, vacation bonuses, all mandatory Mexican benefits, free lunch",,Game Designer
2/15,GL,Game Designer,Midwest,,"29,000.00",USD,"$29,000",,11-50,2-5,NA,,,,"Health, Flex-Time Off, Work from Home OK",,Game Designer
23/04/2021 23:41:00,GL,Game Designer,West Coast,Seattle,"92,000.00",USD,"$92,000",,11-50,16+,Male,No,White (Original Peoples of Eastern Europe ),No,"Health/Dental/Vision, PTO, 401k w/ Match, Profit Sharing",,Game Designer
27/04/2021 14:42:17,GL,Game Designer,Canada East Coast,Montreal,"70,000.00",CAD,"$55,666",33.65,1000+,6-10,Male,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",No,"Health, dental",AAA games,Game Designer
08/06/2020 0:15:39,GL,HR Specialist,East Coast,,"53,000.00",USD,"$53,000",27.18,1000+,2-5,Female,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",,Yes,,HR
03/09/2020 17:17:38,GL,HR Operations Specialist,Canada,Vancouver,"65,000.00",CAD,"$51,690",31.25,251-1000,2-5,Female,No,White (Original Peoples of Eastern Europe ),No,$500 Health Spending Account,,HR
04/08/2019 0:52:08,GL,Game/Level Designer,West Coast,Las Vegas,"97,000.00",USD,"$97,000",,11-50,6-10,Female,,White (Original Peoples of Eastern Europe ),,"Health/Dental/Vision, PTO, Vacation, Snacks/Drinks, Relocation Bonus",,Level Designer
20/01/2020 16:18:11,GL,Level Designer,East Coast,Montreal,"52,000.00",CAD,"$41,352",,251-1000,0-1,Female,Yes,White (Original Peoples of Eastern Europe ),,"Medical, Dental, Vision, Ability to WFH, 3 weeks paid holiday + Xmas week, 10 paid sick days, Stock Purchase Plan, free games, partial console reimbursement, RRSP matching",,Level Designer
08/06/2020 14:22:40,GL,Level Designer,Quebec,Montreal,"90,000.00",CAD,"$71,571",,51-250,6-10,Male,No,White (Original Peoples of Eastern Europe ),,"Medical/Dental, 3weeks Vacation, Public Transport Rebate, Bonus",,Level Designer
08/06/2020 22:15:22,GL,Level Designer,Canada,Toronto,"66,000.00",CAD,"$52,485",,1000+,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"$2091.24 annually, $991.69 covered by myself and 1099.55 covered by the company",Also acquire annual bonuses plus project bonuses.,Level Designer
09/06/2020 3:11:27,GL,Level Designer,Quebec,Montréal,"55,000.00",CAD,"$43,738",,251-1000,2-5,Female,Yes,White (Original Peoples of Eastern Europe ),,Insurance,,Level Designer
09/06/2020 5:43:11,GL,Level Designer,Canada,Montreal,"82,000.00",CAD,"$65,209",,251-1000,6-10,Male,No,American Indian or Alaskan Native (Original Peoples of North and South America),,"3 weeks paid vacations+1 xmas week, 10 sick days, flexible hours, annual profit sharing bonus, free games, prescriptions+dental+vision insurance, Group RRSP",,Level Designer
09/06/2020 15:41:36,GL,Level Designer,Quebec,Montreal,"49,000.00",CAD,"$38,966",,1000+,2-5,Male,Yes,White (Original Peoples of Eastern Europe ),,"RRSP matching, Dental/Medical/Vision, therapy options, cumulative vacation (starting at 10 days), 3 flexible days, unlimited sick days/family/bereavement days, Yearly/Game/Performance bonuses",B.S. in Game Design (Level Design),Level Designer
11/06/2020 23:36:32,GL,Level Designer,Quebec,montreal,"53,000.00",CAD,"$42,147",,1000+,2-5,Male,No,White (Original Peoples of Eastern Europe ),,Insurances,,Level Designer
20/06/2020 23:14:37,GL,Level Design Intern,East Coast,Remote,"28,800.00",USD,"$28,800",$15,11-50,0-1,Female,No,"Black (Original Peoples of Africa and the Caribbean), Latinx (Original Peoples of Cuba, Haiti, Mexico, South or Central America, or other Spanish Culture)",,"None, treated as contractor",,Level Designer
15/08/2020 10:35:23,GL,Level Designer,China,ShenZhen,"65,000.00",USD,"$65,000",,1000+,2-5,Male,No,"Asian (Original Peoples of the Far East, Southeast Asia, and the Indian subcontinent)",Yes,"7-10corp holidays, bonuses",,Level Designer
26/08/2020 17:48:08,GL,Level Designer,Germany,Bremen,"30,000.00",EUR,"$32,624",15.625,51-250,0-1,Male,No,White (Original Peoples of Eastern Europe ),No,None,,Level Designer
07/10/2020 15:25:00,GL,Level Designer,Europe,Barcelona,"40,000.00",EUR,"$43,498",,1000+,2-5,Male,Yes,"Latinx (Original Peoples of Cuba, Haiti, Mexico, South or Central America, or other Spanish Culture)",No,20% Year bonus / Gym benefit / Lunch card,,Level Designer
10/12/2020 23:49:22,GL,"Level Designer, Senior",West Coast,Seattle,"110,000.00",USD,"$110,000",,11-50,6-10,Female,No,White (Original Peoples of Eastern Europe ),No,"401k matching, 3 weeks vacation, unlimited PTO, medical/dental/vision, etc.",,Level Designer
26/02/2021 11:27:41,GL,Level Designer,Europe,Vienna,"21,420.00",EUR,"$23,293",,11-50,2-5,Female,No,White (Original Peoples of Eastern Europe ),No,none,,Level Designer
2/16/2019,GL,"Level Designer, Senior",West Coast,San Francisco,"101,000.00",USD,"$101,000",,51-250,11-15,Male,,White (Original Peoples of Eastern Europe ),,"401k with employer match, Health and Dental, 14 days sick, 14 days PTO (would increase with time), snacks, small transit assistance, discounted games through company, fitness reimberssement, work from home possible part time",,Level Designer
2/17/19,GL,"Level Designer, Senior",South,Texas,"82,000.00",USD,"$82,000",,51-250,6-10,Female,,White (Original Peoples of Eastern Europe ),,"401k, health/vision/dental, variable PTO, flexible work hours, annual profit sharing",,Level Designer
23/03/2021 00:45:50,GL,Level Designer,"USA, Florida",Lutz,"36,000.00",USD,"$36,000",,11-50,0-1,Male,No,"Latinx (Original Peoples of Cuba, Haiti, Mexico, South or Central America, or other Spanish Culture), White (Original Peoples of Eastern Europe )",No,Life & 401K insurence.,Opted out of Medical Benefits to discuss better salary.,Level Designer
13/04/2021 17:20:08,GL,Level Designer,Canada,Toronto,"95,000.00",CAD,"$75,547",,11-50,2-5,Male,Yes,"Middle Eastern (Original Peoples of Egypt, Iran, Turkey, and other transcontinental regions)",No,"Medical, Dental, Eye care, unlimited sick leave. 30 days paid time off, flexible hours, RRSP matching",,Level Designer
16/07/2019 15:05:38,GL,Marketing Generalist,East Coast,,"55,000.00",USD,"$55,000",,11-50,0-1,Female,,White (Original Peoples of Eastern Europe ),,"insurance (with some free options), commuter benefits, unlimited PTO, 401k (no matching)",,Marketing
07/06/2020 21:26:54,GL,Marketing Manager,Canada,Vancouver,"73,000.00",CAD,"$58,052",,11-50,6-10,Cis Woman,Yes,White (Original Peoples of Eastern Europe ),,"3 Weeks Vacation, Dental, Prescription Drugs, Etc.","Not obviously queer-presenting, so I largely benefit from hetero privilege",Marketing
08/06/2020 2:04:46,GL,Marketing Relationship Manager,South,Austin,"80,000.00",USD,"$80,000",,51-250,2-5,Female,No,White (Original Peoples of Eastern Europe ),,"Medical, dental, vision, PTO, handful of other various ones",Years of experience is specific to time in the game industry. I have 15 yrs experience outside that I used to buffer my exp.,Marketing
08/06/2020 20:55:40,GL,"Marketing Coordinatior, Senior",California,Los Angeles,"65,000.00",USD,"$65,000",$31,251-1000,2-5,Female,No,White (Original Peoples of Eastern Europe ),,"401k, Health, Dental, Life Insurance, On-site gym, Company Discount",,Marketing
10/06/2020 23:54:18,GL,Marketing Manager,New York,,"95,000.00",USD,"$95,000",,11-50,2-5,Male,No,White (Original Peoples of Eastern Europe ),,"401k, health insurance",,Marketing
