Timestamp,Survey,What is your monthly salary before tax?,Gross Salary,Currency,Job Title,Title Modifier,Benefits,How many studios have you worked at?,Gender,Are you from Sweden?,Have you ever worked outside of Sweden in the games industry?,Studio Size,Do you currently work in Sweden?,Years of XP,City,What is your employment status?
3/6/2020 0:27:03,SW,"kr44,000.00","kr600,000.00",SEK,Code Engine,none,"flex hours, more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",4,Man,Yes,Yes,over 100,Yes,10,Stockholm,Full-time employee / fast anställd
3/1/2020 14:57:08,SW,"kr50,000.00","kr600,000.00",SEK,Code Engine,none,"flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house yoga sessions, free soda",4,Woman,No,No,over 100,Yes,,,
3/1/2020 22:16:33,SW,"kr47,000.00","kr827,000.00",SEK,Code Engine,none,"flex hours, working from home, stock programs for employees, massages provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast",2,Man,Yes,No,over 100,Yes,8,Stockholm,
3/1/2020 16:39:07,SW,"kr69,000.00","kr850,000.00",SEK,Code Engine,none,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast, education / learning program for devs",1,Man,No,No,over 100,Yes,1,,
3/1/2020 16:44:50,SW,"kr50,000.00","kr900,000.00",SEK,Code Engine,none,"flex hours, working from home, more than 6 weeks vacation, stock programs for employees, massages provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, Extra days off during Christmas usually. ",2,Woman,Yes,No,over 100,Yes,6,,
3/1/2020 16:11:26,SW,"kr56,000.00","kr900,000.00",SEK,Code Engine,none,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast",2,Man,Yes,No,over 100,Yes,8,,
3/1/2020 15:36:30,SW,"kr35,000.00","kr35,000.00",SEK,Code Engine,Senior,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, fancy coffee/drinks provided, friskvård / health compensation",3,Man,Yes,No,1-25 employees,Yes,6,,
3/3/2020 0:38:14,SW,"kr37,000.00","kr370,000.00",SEK,Code Engine,Senior,,4,Man,No,Yes,over 100,No,11,Stockholm,Full-time employee / fast anställd
3/2/2020 19:30:08,SW,"kr39,700.00","kr452,260.00",SEK,Code Engine,Senior,"flex hours, more than 4 weeks vacation, massages provided, friskvård / health compensation, weekly breakfast",2,Man,Yes,No,26-100 employees,Yes,7,Stockholm,Full-time employee / fast anställd
3/2/2020 7:10:47,SW,"kr40,000.00","kr500,000.00",SEK,Code Engine,Senior,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, fancy coffee/drinks provided, 7 hour work day",2,Man,Yes,No,26-100 employees,Yes,10,Stockholm,
3/1/2020 16:58:35,SW,"kr42,000.00","kr504,000.00",SEK,Code Engine,Senior,"flex hours, working from home, pets/dogs allowed at office, education / learning program for devs",1,Man,Yes,No,over 100,Yes,5,,
3/2/2020 14:05:55,SW,"kr50,068.00","kr566,561.00",SEK,Code Engine,Senior,"more than 4 weeks vacation, stock programs for employees, friskvård / health compensation, weekly breakfast",2,Man,No,Yes,over 100,Yes,9,Malmö,Full-time employee / fast anställd
3/2/2020 14:07:15,SW,"kr48,500.00","kr605,928.00",SEK,Code Engine,Senior,"more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast",2,Man,No,Yes,over 100,Yes,13,Malmö,Full-time employee / fast anställd
3/3/2020 20:11:37,SW,"kr50,300.00","kr628,750.00",SEK,Code Engine,Senior,"flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation, weekly breakfast",2,Man,Yes,No,over 100,Yes,10,Stockholm,Full-time employee / fast anställd
3/1/2020 15:43:38,SW,"kr70,000.00","kr1,480,000.00",SEK,Code Engine,Senior,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, massages provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast, education / learning program for devs",1,Man,Yes,No,over 100,Yes,10,,
9/13/2020 12:38:39,SW,"kr68,000.00","kr850,000.00",SEK,Code Engine,Senior,"flex hours, working from home, more than 6 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, education / learning program for devs",1,Man,No,No,over 100,Yes,2,Stockholm ,Full-time employee / fast anställd
3/1/2020 16:18:00,SW,"kr31,000.00","kr379,457.00",SEK,Code Frontend,Lead,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast, education / learning program for devs, One day a month where we learn or work on anything we feel like",3,Man,No,No,26-100 employees,Yes,5,,
3/1/2020 21:50:31,SW,"kr39,000.00","kr39,000.00",SEK,Code Frontend,none,"flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation, weekly breakfast",1,Man,Yes,No,26-100 employees,Yes,4,Stockholm,
3/2/2020 21:17:11,SW,"kr32,500.00","kr390,000.00",SEK,Code Frontend,none,"flex hours, working from home, more than 6 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, education / learning program for devs",2,Man,Yes,No,over 100,Yes,3,Malmö,Full-time employee / fast anställd
3/2/2020 19:59:59,SW,"kr33,000.00","kr396,000.00",SEK,Code Frontend,none,"flex hours, working from home, stock programs for employees, massages provided, friskvård / health compensation, free soda, weekly breakfast",2,Man,Yes,No,26-100 employees,Yes,4,Stockholm,Full-time employee / fast anställd
3/18/2020 22:13:39,SW,"kr40,000.00","kr480,000.00",SEK,Code Frontend,none,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast",2,Man,Yes,No,26-100 employees,Yes,5,Stockholm,Full-time employee / fast anställd
3/2/2020 11:01:04,SW,"kr44,167.00","kr530,000.00",SEK,Code Frontend,none,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, massages provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast",1,Woman,No,No,over 100,Yes,4,Stockholm,Full-time employee / fast anställd
3/1/2020 14:41:57,SW,"kr44,505.00","kr625,523.00",SEK,Code Frontend,none,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, free soda, weekly breakfast, education / learning program for devs",2,Prefer not to say,No,Yes,,,,,
3/2/2020 9:29:33,SW,"kr46,360.00","kr639,787.00",SEK,Code Frontend,Senior,"flex hours, more than 6 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, free soda, weekly breakfast, Bonus once per year",4,Man,Yes,Yes,over 100,Yes,7,Stockholm,
3/19/2020 22:11:25,SW,"kr65,000.00","kr783,000.00",SEK,Code Frontend,Senior,"flex hours, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast",2,Man,Yes,No,over 100,Yes,7,Stockholm,Full-time employee / fast anställd
3/31/2020 16:06:14,SW,"kr32,000.00","kr61,143.00",SEK,Code Gameplay,Associate,"working from home, more than 4 weeks vacation, pets/dogs allowed at office, massages provided, weekly breakfast, education / learning program for devs",2,Man,No,No,26-100 employees,Yes,1,Malmo,Full-time employee / fast anställd
3/2/2020 10:26:53,SW,"kr38,000.00","kr456,000.00",SEK,Code Gameplay,Director of,"flex hours, working from home",6,Man,Yes,Yes,1-25 employees,Yes,22,Stockholm,
3/8/2020 16:01:51,SW,"kr32,000.00","kr32,000.00",SEK,Code Gameplay,Junior,"flex hours, fancy coffee/drinks provided, friskvård / health compensation, education / learning program for devs",1,Woman,Yes,No,1-25 employees,Yes,1,Stockholm,Full-time employee / fast anställd
3/1/2020 15:42:31,SW,"kr35,000.00","kr35,000.00",SEK,Code Gameplay,Junior,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, fancy coffee/drinks provided, friskvård / health compensation, free soda",2,Man,Yes,No,26-100 employees,Yes,3,,
3/2/2020 13:14:42,SW,"kr26,300.00","kr315,600.00",SEK,Code Gameplay,Junior,"6 hour work day (or less than 40 hours a week work), flex hours, working from home, more than 4 weeks vacation, stock programs for employees, pets/dogs allowed at office",1,Man,Yes,No,26-100 employees,Yes,2,Stockholm,Full-time employee / fast anställd
3/4/2020 21:56:52,SW,"kr27,000.00","kr324,000.00",SEK,Code Gameplay,Junior,"flex hours, more than 4 weeks vacation, pets/dogs allowed at office, friskvård / health compensation, weekly breakfast",1,Enby,Yes,No,26-100 employees,Yes,1,Malmö,Full-time employee / fast anställd
3/2/2020 13:12:45,SW,"kr28,500.00","kr342,000.00",SEK,Code Gameplay,Junior,"flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house yoga sessions, free soda, weekly breakfast",1,Man,Yes,No,26-100 employees,Yes,1,Malmö,Full-time employee / fast anställd
3/3/2020 16:40:37,SW,"kr28,500.00","kr342,000.00",SEK,Code Gameplay,Junior,"flex hours, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, in-house yoga sessions, weekly breakfast, Monthly afterwork",1,Man,Yes,Yes,over 100,Yes,1,Malmö,Full-time employee / fast anställd
3/1/2020 21:11:32,SW,"kr29,000.00","kr348,000.00",SEK,Code Gameplay,Junior,"flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation, weekly breakfast",1,Man,Yes,No,1-25 employees,Yes,2,,
3/2/2020 8:41:53,SW,"kr34,000.00","kr460,000.00",SEK,Code Gameplay,Junior,"more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation",1,Man,No,No,over 100,Yes,2.5,Stockholm,
3/1/2020 18:53:16,SW,"kr35,000.00","kr460,000.00",SEK,Code Gameplay,Junior,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, free soda, weekly breakfast, education / learning program for devs",1,Woman,Yes,No,over 100,Yes,1,,
8/4/2020 21:16:59,SW,"kr32,000.00","kr384,000.00",SEK,Code Gameplay,Junior,"flex hours, more than 4 weeks vacation, in-house mindfulness /meditation sessions, education / learning program for devs",2,Man,Yes,No,over 100,Yes,0.3,Stockholm,Full-time employee / fast anställd
5/18/2021 12:38:54,SW,"kr32,000.00","kr384,000.00",SEK,Code Gameplay,Junior,"flex hours, friskvård / health compensation, in-house yoga sessions",1,Man,Yes,No,over 100,Yes,1,Stockholm,Full-time employee / fast anställd
5/18/2021 12:53:33,SW,"kr32,000.00","kr35,200.00",SEK,Code Gameplay,Junior,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation",1,Man,Yes,No,over 100,Yes,1,Stockholm,Full-time employee / fast anställd
5/24/2021 11:26:38,SW,"kr34,000.00","kr408,000.00",SEK,Code Gameplay,Junior,"flex hours, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation",1,Woman,Yes,No,26-100 employees,Yes,2,Stockholm,Full-time employee / fast anställd
5/24/2021 11:26:38,SW,"kr34,000.00","kr408,000.00",SEK,Code Gameplay,Junior,"flex hours, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation",1,Woman,Yes,No,26-100 employees,Yes,2,Stockholm,Full-time employee / fast anställd
3/1/2020 15:31:08,SW,"kr28,800.00","kr345,600.00",SEK,Code Gameplay,Lead,"flex hours, working from home, stock programs for employees, pets/dogs allowed at office",2,Woman,No,Yes,26-100 employees,Yes,3,,
3/1/2020 16:29:25,SW,"kr35,000.00","kr420,000.00",SEK,Code Gameplay,Lead,"flex hours, friskvård / health compensation, in-house yoga sessions, weekly breakfast",2,Prefer not to say,Yes,No,26-100 employees,Yes,15,,
3/1/2020 20:14:36,SW,"kr37,000.00","kr444,000.00",SEK,Code Gameplay,Lead,"flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation",1,Man,Yes,No,1-25 employees,Yes,6,,
3/2/2020 9:54:43,SW,"kr46,000.00","kr552,000.00",SEK,Code Gameplay,Lead,"more than 4 weeks vacation, friskvård / health compensation, education / learning program for devs",1,Man,Yes,No,over 100,Yes,2,Stockholm,
3/1/2020 19:19:26,SW,"kr49,000.00","kr686,000.00",SEK,Code Gameplay,Lead,"more than 4 weeks vacation, friskvård / health compensation",1,Man,Yes,No,over 100,Yes,6,,
9/18/2020 13:39:19,SW,"kr61,890.00","kr731,425.00",SEK,Code Gameplay,Lead,"flex hours, working from home, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast",3,Man,No,Yes,over 100,Yes,23,Stockholm,Full-time employee / fast anställd
12/31/2021 14:22:04,SW,"kr40,000.00","kr480,000.00",SEK,Code Gameplay,Lead,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, pets/dogs allowed at office, friskvård / health compensation",2,Woman,No,Yes,26-100 employees,Yes,4,Stockholm,Full-time employee / fast anställd
3/1/2020 15:48:47,SW,"kr35,000.00","kr25,000.00",SEK,Code Gameplay,none,"flex hours, more than 4 weeks vacation, stock programs for employees, pets/dogs allowed at office, friskvård / health compensation, education / learning program for devs",4,Man,Yes,Yes,26-100 employees,Yes,7,,
3/1/2020 15:31:00,SW,"kr32,900.00","kr34,456.00",SEK,Code Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, weekly breakfast",1,Woman,Yes,No,26-100 employees,Yes,2.5,,
3/1/2020 17:03:43,SW,"kr38,000.00","kr38,000.00",SEK,Code Gameplay,none,"6 hour work day (or less than 40 hours a week work), flex hours, working from home, more than 6 weeks vacation, stock programs for employees, pets/dogs allowed at office, fancy coffee/drinks provided, friskvård / health compensation, free soda, Pension scheme",5,Man,No,Yes,1-25 employees,Yes,8,,
3/4/2020 8:51:13,SW,"kr35,000.00","kr42,000.00",SEK,Code Gameplay,none,"flex hours, friskvård / health compensation, education / learning program for devs",3,Man,Yes,Yes,26-100 employees,Yes,4,Stockholm,Full-time employee / fast anställd
3/2/2020 8:46:17,SW,"kr60,000.00","kr60,000.00",SEK,Code Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, free soda",4,Man,Yes,Yes,1-25 employees,Yes,21,Stockholm,
3/11/2020 5:27:19,SW,"kr32,000.00","kr299,919.00",SEK,Code Gameplay,none,"flex hours, massages provided, fancy coffee/drinks provided, friskvård / health compensation",1,Man,Yes,No,26-100 employees,Yes,4,Stockholm,Full-time employee / fast anställd
3/2/2020 18:30:34,SW,"kr30,000.00","kr350,000.00",SEK,Code Gameplay,none,"stock programs for employees, friskvård / health compensation",2,Man,Yes,No,1-25 employees,Yes,3,Uppsala,Full-time employee / fast anställd
3/7/2020 19:55:00,SW,"kr28,000.00","kr357,535.00",SEK,Code Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, stock programs for employees, pets/dogs allowed at office, weekly breakfast",1,Man,Yes,No,1-25 employees,Yes,2,Gothenburg,Full-time employee / fast anställd
3/18/2020 9:42:07,SW,"kr30,000.00","kr360,000.00",SEK,Code Gameplay,none,"flex hours, more than 4 weeks vacation",6,Woman,No,Yes,1-25 employees,Yes,5,Malmo,Full-time employee / fast anställd
3/18/2020 14:53:27,SW,"kr30,000.00","kr360,000.00",SEK,Code Gameplay,none,"6 hour work day (or less than 40 hours a week work), flex hours, working from home, more than 6 weeks vacation, pets/dogs allowed at office",1,Man,Yes,No,1-25 employees,Yes,7,Malmö,Full-time employee / fast anställd
3/3/2020 13:28:46,SW,"kr32,000.00","kr384,000.00",SEK,Code Gameplay,none,"flex hours, more than 4 weeks vacation, massages provided, friskvård / health compensation",4,Man,Yes,No,26-100 employees,Yes,2,Stockholm,Full-time employee / fast anställd
3/2/2020 2:17:26,SW,"kr40,000.00","kr388,900.00",SEK,Code Gameplay,none,"6 hour work day (or less than 40 hours a week work), flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation, free soda, weekly breakfast",3,Man,Yes,No,1-25 employees,Yes,8,Stockholm,
3/1/2020 16:59:01,SW,"kr32,000.00","kr397,440.00",SEK,Code Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast, education / learning program for devs",1,Man,Yes,No,26-100 employees,Yes,2,,
3/6/2020 13:51:55,SW,"kr39,000.00","kr402,000.00",SEK,Code Gameplay,none,"flex hours, more than 4 weeks vacation, pets/dogs allowed at office, massages provided, fancy coffee/drinks provided, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast",4,Man,No,Yes,over 100,Yes,6,Malmö,Full-time employee / fast anställd
3/1/2020 15:53:53,SW,"kr40,000.00","kr402,000.00",SEK,Code Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, fancy coffee/drinks provided, friskvård / health compensation",1,Man,Yes,No,1-25 employees,Yes,4,,
3/1/2020 16:33:26,SW,"kr33,500.00","kr405,000.00",SEK,Code Gameplay,none,"flex hours, stock programs for employees, massages provided, friskvård / health compensation, education / learning program for devs",3,Man,Yes,No,26-100 employees,Yes,4,,
3/1/2020 16:02:42,SW,"kr35,000.00","kr420,000.00",SEK,Code Gameplay,none,"stock programs for employees, pets/dogs allowed at office, friskvård / health compensation, weekly breakfast",1,Man,Yes,No,1-25 employees,Yes,3,,
3/1/2020 16:18:07,SW,"kr35,000.00","kr420,000.00",SEK,Code Gameplay,none,"flex hours, more than 4 weeks vacation, pets/dogs allowed at office, friskvård / health compensation, weekly breakfast",2,Man,Yes,No,26-100 employees,Yes,5,,
3/2/2020 10:55:55,SW,"kr35,000.00","kr420,000.00",SEK,Code Gameplay,none,"6 hour work day (or less than 40 hours a week work), flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation, free soda, weekly breakfast",2,Man,Yes,No,1-25 employees,Yes,6,Stockholm,Full-time employee / fast anställd
3/3/2020 17:24:12,SW,"kr34,000.00","kr425,000.00",SEK,Code Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast, education / learning program for devs",1,Man,Yes,No,over 100,Yes,2,Stockholm,Full-time employee / fast anställd
3/2/2020 11:15:35,SW,"kr35,500.00","kr426,000.00",SEK,Code Gameplay,none,"flex hours, stock programs for employees, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, weekly breakfast",4,Woman,Yes,Yes,over 100,Yes,6,,
3/3/2020 10:07:53,SW,"kr35,000.00","kr437,500.00",SEK,Code Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation, weekly breakfast",2,Man,Yes,No,over 100,Yes,3,Stockholm,Full-time employee / fast anställd
3/1/2020 16:14:21,SW,"kr39,000.00","kr442,000.00",SEK,Code Gameplay,none,"flex hours, massages provided, fancy coffee/drinks provided, friskvård / health compensation, free soda, weekly breakfast, education / learning program for devs",3,Woman,Yes,No,over 100,Yes,7,,
3/2/2020 16:44:49,SW,"kr37,000.00","kr444,000.00",SEK,Code Gameplay,none,"flex hours, more than 4 weeks vacation, friskvård / health compensation",1,Man,No,No,over 100,Yes,1,Stockholm,Full-time employee / fast anställd
3/2/2020 19:52:44,SW,"kr35,750.00","kr459,000.00",SEK,Code Gameplay,none,"flex hours, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast",2,Man,No,Yes,over 100,Yes,4.5,Stockholm,Full-time employee / fast anställd
3/3/2020 13:29:45,SW,"kr39,000.00","kr468,000.00",SEK,Code Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast",3,Woman,Yes,No,1-25 employees,Yes,5,Stockholm,Full-time employee / fast anställd
3/1/2020 22:00:11,SW,"kr36,500.00","kr498,000.00",SEK,Code Gameplay,none,"more than 4 weeks vacation, stock programs for employees, friskvård / health compensation",1,Woman,Yes,No,26-100 employees,Yes,3,Stockholm ,
3/1/2020 16:31:56,SW,"kr44,000.00","kr528,000.00",SEK,Code Gameplay,none,"6 hour work day (or less than 40 hours a week work), more than 4 weeks vacation, friskvård / health compensation",4,Woman,No,Yes,over 100,Yes,6,,
3/1/2020 17:30:18,SW,"kr38,500.00","kr532,000.00",SEK,Code Gameplay,none,"more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",2,Woman,Yes,No,over 100,Yes,5,,
3/6/2020 13:52:59,SW,"kr41,000.00","kr541,394.00",SEK,Code Gameplay,none,"flex hours, pets/dogs allowed at office, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house yoga sessions, weekly breakfast",5,Man,Yes,Yes,over 100,Yes,8,Malmö,Full-time employee / fast anställd
3/2/2020 9:50:57,SW,"kr43,000.00","kr560,053.00",SEK,Code Gameplay,none,"more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, education / learning program for devs, weekly social hour with free drinks, monthly day of development time for personal projects",1,Man,No,No,over 100,Yes,2,Stockholm,
3/3/2020 21:14:49,SW,"kr41,000.00","kr565,000.00",SEK,Code Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",3,Woman,No,Yes,over 100,Yes,5,Stockholm ,Full-time employee / fast anställd
3/2/2020 13:28:27,SW,"kr47,500.00","kr570,000.00",SEK,Code Gameplay,none,"flex hours, more than 4 weeks vacation, stock programs for employees, massages provided, fancy coffee/drinks provided, friskvård / health compensation, weekly breakfast, education / learning program for devs",4,Man,No,Yes,over 100,Yes,6.5,Stockholm,Full-time employee / fast anställd
3/2/2020 13:15:12,SW,"kr43,000.00","kr576,000.00",SEK,Code Gameplay,none,fancy coffee/drinks provided,4,Man,No,Yes,over 100,Yes,6,Stockholm,Full-time employee / fast anställd
3/2/2020 7:49:05,SW,"kr44,000.00","kr578,050.00",SEK,Code Gameplay,none,"more than 4 weeks vacation, friskvård / health compensation",1,Prefer not to say,No,No,over 100,Yes,4,Stockholm,
3/2/2020 12:18:08,SW,"kr44,500.00","kr578,500.00",SEK,Code Gameplay,none,"more than 4 weeks vacation, stock programs for employees, friskvård / health compensation",1,Man,No,No,over 100,Yes,5,Stockholm,Full-time employee / fast anställd
8/4/2020 11:17:59,SW,"kr44,850.00","kr605,000.00",SEK,Code Gameplay,none,"flex hours, more than 4 weeks vacation, stock programs for employees, fancy coffee/drinks provided, weekly breakfast, profit share",1,Man,No,Yes,over 100,Yes,7,Stockholm,Full-time employee / fast anställd
3/1/2020 16:31:23,SW,"kr46,000.00","kr680,000.00",SEK,Code Gameplay,none,"flex hours, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",3,Man,No,No,over 100,Yes,21,,
3/1/2020 16:39:48,SW,"kr64,000.00","kr770,000.00",SEK,Code Gameplay,none,"flex hours, stock programs for employees",3,Man,Yes,Yes,1-25 employees,No,4,,
10/26/2020 16:42:24,SW,"kr20,000.00","kr240,000.00",SEK,Code Gameplay,none,,1,Man,Yes,No,1-25 employees,Yes,1,STHLM,
3/17/2021 15:35:40,SW,"kr30,000.00","kr30,000.00",SEK,Code Gameplay,none,"flex hours, working from home, pets/dogs allowed at office, fancy coffee/drinks provided",4,Man,Yes,No,1-25 employees,Yes,5,Falköping,Freelance / Consultant
1/10/2022 23:22:28,SW,"kr25,000.00","kr355,000.00",SEK,Code Gameplay,none,"flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation",1,Man,Yes,No,26-100 employees,Yes,1.5,Stockholm,Full-time employee / fast anställd
3/2/2020 10:02:49,SW,"kr40,619.00","kr40,619.00",SEK,Code Gameplay,Senior,"flex hours, more than 4 weeks vacation, stock programs for employees, massages provided, friskvård / health compensation, weekly breakfast, education / learning program for devs",1,Woman,Yes,No,over 100,Yes,5,Malmö,
3/1/2020 15:48:04,SW,"kr45,000.00","kr47,000.00",SEK,Code Gameplay,Senior,"massages provided, fancy coffee/drinks provided, weekly breakfast",5,Prefer not to say,Yes,No,over 100,Yes,15,,
4/22/2020 19:18:07,SW,"kr43,470.00","kr50,000.00",SEK,Code Gameplay,Senior,"flex hours, more than 4 weeks vacation, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, free soda, weekly breakfast, education / learning program for devs",4,Woman,No,No,26-100 employees,Yes,5,Malmö,Full-time employee / fast anställd
3/1/2020 21:32:43,SW,"kr19,600.00","kr232,800.00",SEK,Code Gameplay,Senior,"6 hour work day (or less than 40 hours a week work), flex hours, weekly breakfast",1,Man,Yes,No,1-25 employees,Yes,6,Gothenburg,
3/4/2020 19:54:48,SW,"kr30,000.00","kr360,000.00",SEK,Code Gameplay,Senior,"more than 4 weeks vacation, fancy coffee/drinks provided, weekly breakfast",3,Man,Yes,No,1-25 employees,Yes,6,Stockholm,Full-time employee / fast anställd
3/2/2020 22:33:48,SW,"kr37,300.00","kr447,600.00",SEK,Code Gameplay,Senior,"flex hours, working from home, more than 4 weeks vacation, pets/dogs allowed at office, friskvård / health compensation, education / learning program for devs",1,Man,No,No,26-100 employees,Yes,7,Stockholm,Full-time employee / fast anställd
3/2/2020 13:16:06,SW,"kr38,000.00","kr456,000.00",SEK,Code Gameplay,Senior,"flex hours, more than 4 weeks vacation, friskvård / health compensation, free soda",4,Man,Yes,No,26-100 employees,Yes,13,,Full-time employee / fast anställd
3/6/2020 13:50:29,SW,"kr38,130.00","kr457,560.00",SEK,Code Gameplay,Senior,"flex hours, more than 4 weeks vacation, pets/dogs allowed at office, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house yoga sessions, weekly breakfast",1,Man,Yes,No,over 100,Yes,8,Malmö,Full-time employee / fast anställd
3/1/2020 16:15:08,SW,"kr40,000.00","kr480,000.00",SEK,Code Gameplay,Senior,"6 hour work day (or less than 40 hours a week work), flex hours, working from home, more than 4 weeks vacation, friskvård / health compensation, weekly breakfast",4,Woman,Yes,No,1-25 employees,Yes,8,,
3/2/2020 13:27:41,SW,"kr41,000.00","kr492,000.00",SEK,Code Gameplay,Senior,"more than 4 weeks vacation, massages provided, fancy coffee/drinks provided, friskvård / health compensation, in-house mindfulness /meditation sessions, in-house yoga sessions, weekly breakfast",3,Man,Yes,No,over 100,Yes,10,stockholm,Full-time employee / fast anställd
3/2/2020 20:33:55,SW,"kr38,900.00","kr492,261.00",SEK,Code Gameplay,Senior,"flex hours, working from home, more than 4 weeks vacation, massages provided, friskvård / health compensation, in-house yoga sessions, weekly breakfast, Badminton",1,Man,Yes,No,over 100,Yes,8,Stockholm,Full-time employee / fast anställd
3/1/2020 15:37:03,SW,"kr40,000.00","kr530,000.00",SEK,Code Gameplay,Senior,"flex hours, working from home, massages provided, weekly breakfast",5,Man,Yes,Yes,26-100 employees,Yes,7,,
3/1/2020 18:01:46,SW,"kr45,000.00","kr550,000.00",SEK,Code Gameplay,Senior,"flex hours, more than 4 weeks vacation, friskvård / health compensation, in-house yoga sessions, weekly breakfast",2,Man,Yes,Yes,26-100 employees,Yes,8,,
